L,Density,Seed,UDG Radius,Frac Rewired,CPLEX TTO,Process TTO,Clock TTO,CPLEX TTS,Process TTS,Clock TTS,Solution
L,Density,Seed,UDG Radius,Frac Rewired,CPLEX TTO,Process TTO,Clock TTO,CPLEX TTS,Process TTS,Clock TTS,Solution
L,Density,Seed,UDG Radius,Frac Rewired,CPLEX TTO,Process TTO,Clock TTO,CPLEX TTS,Process TTS,Clock TTS,Solution
L,Density,Seed,UDG Radius,Frac Rewired,CPLEX TTO,Process TTO,Clock TTO,CPLEX TTS,Process TTS,Clock TTS,Solution
L,Density,Seed,UDG Radius,Frac Rewired,CPLEX TTO,Process TTO,Clock TTO,CPLEX TTS,Process TTS,Clock TTS,Solution
21,0.8,8,1.415,5,0.189139,0.694424,0.19126,0.206718,0.746423,0.208515,125
21,0.8,8,1.415,6,1.139118,4.772649,1.141294,0.813995,4.216926,0.815784,127
21,0.8,8,1.415,7,2.559302,15.157817,2.561241,1.45604,9.874718,1.457942,127
21,0.8,8,1.415,8,4.00928,26.990772,4.011265,1.009277,6.823791,1.011084,128
21,0.8,8,1.415,9,28.397891,212.516082,28.399885,16.667968,126.685429,16.669784,129
21,0.8,8,1.415,10,31.058533,235.588774,31.060639,11.942752,88.468594,11.944587,131
21,0.8,8,1.415,11,38.697474,294.437917,38.699483,3.269199,22.711635,3.271119,133
21,0.8,8,1.415,12,39.077032,299.023614,39.07905,11.799574,86.872907,11.801382,134
21,0.8,8,1.415,13,170.62497,1331.820992,170.627013,33.379961,254.15453,33.381858,133
21,0.8,8,1.415,14,222.406121,1739.414922,222.408195,176.424229,1383.718347,176.426272,134
21,0.8,8,1.415,15,105.420046,814.262121,105.422011,5.393462,38.319827,5.395321,135
21,0.8,8,1.415,16,101.524497,782.337122,101.526456,75.114396,577.847064,75.116336,135
21,0.8,8,1.415,17,117.720269,917.234335,117.722265,28.486643,214.786745,28.488493,136
21,0.8,8,1.415,18,108.814946,845.22953,108.816983,4.873471,33.859216,4.87548,136
21,0.8,8,1.415,19,211.503332,1647.23323,211.505437,230.291828,1795.319886,230.293728,137
21,0.8,8,1.415,20,131.92186,1024.16695,131.923831,36.695353,278.304974,36.697272,137
21,0.8,9,1.415,1,0.073855,0.114165,0.075797,0.074308,0.142182,0.076143,112
21,0.8,9,1.415,2,0.199095,0.410355,0.201936,0.172298,0.308341,0.174523,117
21,0.8,9,1.415,3,0.201049,0.596403,0.203081,0.193754,0.596592,0.195538,120
21,0.8,9,1.415,4,0.160657,0.422649,0.162578,0.17669,0.441462,0.178611,125
21,0.8,9,1.415,5,0.927813,5.462159,0.929821,0.205373,1.311621,0.207227,125
21,0.8,9,1.415,6,1.863224,12.017955,1.865155,0.835772,5.596863,0.837581,127
21,0.8,9,1.415,7,6.061848,41.93778,6.063862,1.558824,10.024896,1.560594,129
21,0.8,9,1.415,8,11.230427,81.902048,11.232402,10.921151,79.738063,10.922968,132
21,0.8,9,1.415,9,8.502277,58.733796,8.504428,7.675059,55.281158,7.676839,134
21,0.8,9,1.415,10,12.282873,89.661298,12.284991,16.795481,124.814957,16.797385,135
21,0.8,9,1.415,11,39.335027,303.551325,39.337116,39.306769,301.894202,39.308796,135
21,0.8,9,1.415,12,144.111259,1123.165549,144.113203,116.337381,898.116367,116.339396,135
21,0.8,9,1.415,13,877.164528,6918.260312,877.166482,13.782502,100.98382,13.784322,133
21,0.8,9,1.415,14,1240.131899,9803.853606,1240.133859,135.028592,1045.423436,135.030429,134
21,0.8,9,1.415,15,866.447323,6844.121989,866.449566,901.593523,7120.959137,901.595804,135
21,0.8,9,1.415,16,664.260696,5243.966928,664.262792,18.904091,139.961353,18.906119,135
21,0.8,9,1.415,17,242.025815,1886.845316,242.027761,73.244316,567.137939,73.246189,137
21,0.8,9,1.415,18,313.338442,2460.438217,313.340538,36.710496,279.108964,36.712459,137
21,0.8,9,1.415,19,433.948225,3414.432167,433.950256,128.63882,1001.386222,128.640686,137
21,0.8,9,1.415,20,385.472759,3026.556265,385.475051,19.139931,141.229429,19.141732,137
21,0.8,10,1.415,1,0.05694,0.165433,0.058869,0.053212,0.131094,0.055033,113
21,0.8,10,1.415,2,0.206639,0.389875,0.2092,0.180518,0.365001,0.182343,118
21,0.8,10,1.415,3,0.200069,0.875783,0.201971,0.209917,0.897067,0.21172,120
21,0.8,10,1.415,4,0.61597,2.969827,0.617963,0.487839,2.752492,0.489636,123
21,0.8,10,1.415,5,1.22671,7.730549,1.228774,0.710673,4.833495,0.71261,125
21,0.8,10,1.415,6,2.71627,16.706694,2.719051,1.721779,11.764642,1.723591,127
21,0.8,10,1.415,7,2.888733,19.428187,2.890781,1.713744,11.54899,1.715536,130
21,0.8,10,1.415,8,31.374891,237.110471,31.377053,26.9022,203.344966,26.904348,129
21,0.8,10,1.415,9,35.142975,270.297046,35.145023,11.548895,86.723722,11.550764,130
21,0.8,10,1.415,10,155.101287,1204.386947,155.103345,137.653472,1068.176573,137.655494,132
21,0.8,10,1.415,11,103.867495,801.59617,103.869436,20.756749,155.323742,20.758566,133
21,0.8,10,1.415,12,219.28129,1698.639972,219.283693,37.623251,286.748646,37.625147,133
21,0.8,10,1.415,13,176.00704,1372.688249,176.009235,53.467417,407.684671,53.469387,134
21,0.8,10,1.415,14,109.813626,850.34756,109.815669,16.955858,121.417697,16.957642,136
21,0.8,10,1.415,15,369.00265,2890.018141,369.004606,44.073433,335.81724,44.07551,135
21,0.8,10,1.415,16,340.124644,2668.747675,340.126697,26.768911,202.411431,26.770792,136
21,0.8,10,1.415,17,463.299117,3646.539581,463.301131,332.579068,2603.635396,332.581061,136
21,0.8,10,1.415,18,168.305936,1315.799246,168.307961,57.188383,426.169976,57.190374,137
21,0.8,10,1.415,19,273.690723,2145.897512,273.692719,49.027322,372.978147,49.029215,137
21,0.8,10,1.415,20,266.120637,2075.22514,266.122963,44.151626,333.479046,44.153544,136
21,0.8,11,1.415,1,0.020662,0.033893,0.022622,0.02562,0.036939,0.027449,111
21,0.8,11,1.415,2,0.240083,0.54287,0.242378,0.19727,0.506762,0.199048,114
21,0.8,11,1.415,3,0.178964,0.44589,0.181039,0.167861,0.402505,0.169686,119
21,0.8,11,1.415,4,0.21652,1.139535,0.218514,0.229734,1.157953,0.231505,121
21,0.8,11,1.415,5,0.708783,3.517221,0.710985,0.31129,1.784562,0.313157,122
21,0.8,11,1.415,6,1.346252,7.81492,1.348212,0.750262,4.892647,0.752034,125
21,0.8,11,1.415,7,2.792745,20.141452,2.794683,2.644906,19.452469,2.64672,129
21,0.8,11,1.415,8,12.530282,94.039003,12.532383,0.78765,5.403197,0.78969,129
21,0.8,11,1.415,9,13.459773,98.718609,13.461927,13.396657,95.601513,13.398566,132
21,0.8,11,1.415,10,14.026218,105.388682,14.028206,1.807796,12.426862,1.809728,133
21,0.8,11,1.415,11,46.724902,358.252621,46.726872,3.246479,21.701013,3.248356,134
21,0.8,11,1.415,12,30.848258,234.489211,30.850242,18.696762,139.11513,18.69884,136
21,0.8,11,1.415,13,87.296246,674.496901,87.298324,47.567203,360.945491,47.569055,135
21,0.8,11,1.415,14,347.862801,2732.790435,347.864879,191.118896,1478.299039,191.120753,134
21,0.8,11,1.415,15,91.601659,710.945592,91.603677,2.373906,15.226406,2.37582,137
