L,Density,Seed,UDG Radius,CPLEX TTO,Process TTO,Clock TTO,CPLEX TTS,Process TTS,Clock TTS,Solution
15,0.8,19,3.0,0.278755,0.654101,0.281352,0.17975,0.655734,0.181681,24
15,0.8,20,3.0,0.271146,0.935178,0.27354,0.247202,0.991675,0.249397,24
15,0.8,21,3.0,0.275308,1.225926,0.277538,0.297502,1.315247,0.300014,23
15,0.8,22,3.0,0.16907,0.649205,0.171437,0.024118,0.043927,0.02602,24
15,0.8,23,3.0,0.236763,0.689525,0.238864,0.212175,0.625559,0.215264,24
15,0.8,24,3.0,0.229341,1.136357,0.231594,0.205842,1.050686,0.207797,23
15,0.8,25,3.0,0.36641,1.366312,0.369883,0.210993,0.890697,0.21326,24
15,0.8,26,3.0,0.247395,0.839212,0.249621,0.18736,0.789408,0.189333,24
15,0.8,27,3.0,0.185416,0.694521,0.187531,0.232121,0.577397,0.234169,24
15,0.8,28,3.0,0.188303,0.712535,0.191267,0.22534,0.824743,0.227231,24
15,0.8,29,3.0,0.177685,0.701207,0.179767,0.200266,1.00429,0.202524,24
15,0.8,30,3.0,0.238267,0.93003,0.240456,0.188713,0.838386,0.19088,24
15,0.8,31,3.0,0.235568,0.785175,0.238002,0.217264,0.759179,0.219366,24
15,0.8,32,3.0,0.221843,0.823145,0.223933,0.195104,0.731381,0.196973,24
15,0.8,33,3.0,0.233127,0.876523,0.235816,0.224332,0.842534,0.226273,24
15,0.8,34,3.0,0.197343,0.63856,0.1995,0.208644,0.512431,0.21059,24
15,0.8,35,3.0,0.307267,1.117793,0.309575,0.206696,0.980662,0.208651,24
15,0.8,36,3.0,0.232139,0.733772,0.234433,0.200501,0.708146,0.202428,24
15,0.8,37,3.0,0.308076,1.16675,0.312332,0.255446,0.945811,0.258054,24
15,0.8,38,3.0,0.197732,0.590478,0.199804,0.216842,0.565963,0.219016,24
15,0.8,39,3.0,0.185161,0.449803,0.187778,0.179684,0.530617,0.181634,24
15,0.8,40,3.0,0.242862,0.945889,0.245008,0.218421,0.921872,0.220657,24
17,0.8,0,3.0,0.68166,3.846749,0.684285,0.20994,1.352725,0.212115,29
17,0.8,1,3.0,1.278171,7.400264,1.280546,0.837915,5.826807,0.840159,30
17,0.8,2,3.0,1.016294,6.524412,1.018665,1.125708,7.756181,1.127874,30
17,0.8,3,3.0,0.331407,1.841511,0.333756,0.315478,1.692335,0.317859,30
17,0.8,4,3.0,0.973867,3.949953,0.976359,0.384031,2.556095,0.386194,30
17,0.8,5,3.0,1.219493,4.661449,1.224938,0.564422,3.766665,0.566658,30
17,0.8,6,3.0,1.209292,6.200126,1.211972,0.997567,6.669004,0.999746,30
17,0.8,7,3.0,0.957695,5.382837,0.959976,0.730707,4.714523,0.733188,30
17,0.8,8,3.0,0.437518,2.337241,0.440079,0.470458,2.3301,0.472678,30
17,0.8,9,3.0,0.877767,4.730818,0.880137,0.274679,1.773473,0.276868,30
17,0.8,10,3.0,0.795955,3.414188,0.798497,0.587871,3.180031,0.590014,30
17,0.8,11,3.0,1.50924,9.200592,1.51162,1.12708,7.918199,1.129171,30
17,0.8,12,3.0,0.535576,3.469776,0.537921,0.35945,2.264411,0.361769,30
17,0.8,13,3.0,1.12133,6.234774,1.123667,1.123563,6.589562,1.125757,30
17,0.8,14,3.0,0.860203,3.461051,0.863053,0.346331,2.28809,0.348516,30
17,0.8,15,3.0,0.524586,2.422885,0.526982,0.428468,1.577681,0.431984,30
17,0.8,16,3.0,1.367865,8.266544,1.370114,0.466916,3.164922,0.469114,30
17,0.8,17,3.0,0.684525,4.161946,0.686857,0.661737,3.593749,0.663901,29
17,0.8,18,3.0,1.391656,9.281072,1.394013,1.531692,10.44783,1.533916,30
17,0.8,19,3.0,1.678624,9.231158,1.68162,0.02831,0.056544,0.030441,29
17,0.8,20,3.0,1.00929,3.686217,1.011721,0.284587,1.823274,0.286814,30
17,0.8,21,3.0,1.608902,10.184441,1.611366,0.344239,2.374768,0.346444,29
17,0.8,22,3.0,1.583826,9.560269,1.586855,1.348821,9.203715,1.35103,30
17,0.8,23,3.0,0.743081,2.991606,0.746054,0.41852,2.595962,0.420698,30
17,0.8,24,3.0,1.987042,10.800408,1.991066,1.459157,9.592963,1.461524,30
17,0.8,25,3.0,1.500078,8.346577,1.503532,1.240448,8.008651,1.243066,30
17,0.8,26,3.0,1.420781,6.857435,1.423141,0.807095,5.58623,0.809227,30
17,0.8,27,3.0,1.885052,9.800481,1.888112,0.405374,2.863184,0.407834,29
17,0.8,28,3.0,0.302344,1.719879,0.304962,0.320138,1.705571,0.322609,30
17,0.8,29,3.0,1.220512,4.409742,1.222909,0.39857,2.822176,0.40072,30
17,0.8,30,3.0,1.08995,5.040187,1.092279,0.590728,3.941399,0.592893,30
17,0.8,31,3.0,1.41763,8.412775,1.420173,1.255249,8.419986,1.257416,30
17,0.8,32,3.0,1.268638,6.485446,1.272103,0.819698,5.672644,0.821913,30
17,0.8,33,3.0,1.496596,8.005593,1.49895,0.326451,2.097511,0.328797,29
17,0.8,34,3.0,0.642581,3.329375,0.645098,0.291977,1.565289,0.294423,30
17,0.8,35,3.0,1.524749,9.043645,1.527394,1.389531,9.119584,1.391753,30
17,0.8,36,3.0,1.269927,7.072686,1.272407,0.37822,2.618851,0.380424,29
17,0.8,37,3.0,0.52141,2.798832,0.523909,0.371146,2.028075,0.373351,30
17,0.8,38,3.0,1.584654,10.001192,1.587642,1.386108,9.73616,1.388281,30
17,0.8,39,3.0,0.651066,4.212615,0.653938,0.244023,1.583621,0.246188,30
17,0.8,40,3.0,0.718275,4.00014,0.721353,0.379976,2.04642,0.383005,30
19,0.8,0,3.0,2.132132,10.655755,2.140552,1.674168,11.595627,1.676585,37
19,0.8,1,3.0,3.041492,21.382541,3.044344,1.442347,9.930289,1.444719,36
19,0.8,2,3.0,2.205599,14.033478,2.208609,1.911999,13.51894,1.914591,37
19,0.8,3,3.0,2.246233,13.064689,2.249212,0.233868,1.48298,0.236286,37
19,0.8,4,3.0,1.787383,10.688172,1.790284,1.397828,9.343187,1.400376,37
19,0.8,5,3.0,3.605646,24.563055,3.608511,3.637775,27.067913,3.640164,37
19,0.8,6,3.0,1.67883,10.404208,1.682524,1.444523,9.392653,1.446844,37
19,0.8,7,3.0,2.839689,18.280071,2.842821,0.177482,1.023748,0.179844,36
19,0.8,8,3.0,1.810201,9.977672,1.813098,1.398735,9.620877,1.401159,37
19,0.8,9,3.0,2.746494,20.010032,2.749155,2.670107,19.780896,2.675032,37
19,0.8,10,3.0,2.017124,12.485504,2.019875,0.516008,3.55368,0.518399,37
19,0.8,11,3.0,1.860594,11.700185,1.863293,0.436809,3.03267,0.439168,37
19,0.8,12,3.0,3.221674,21.171801,3.225013,1.691426,12.019403,1.693835,37
19,0.8,13,3.0,2.431512,15.806523,2.43434,2.079184,14.985407,2.08155,37
19,0.8,14,3.0,1.649755,9.381976,1.652433,0.76079,5.13362,0.763147,37
19,0.8,15,3.0,1.373887,6.958904,1.376635,1.066773,6.260605,1.069309,37
19,0.8,16,3.0,1.371107,8.226301,1.374403,1.151686,7.584653,1.154082,37
19,0.8,17,3.0,1.949729,13.861584,1.952467,1.969112,14.069421,1.971601,37
